stop_id,route_type_id
382553,0
340887,0
462927,0
416136,0
682035,0
113576,0
381642,0
554401,0
477385,0
418547,0
572729,0
137799,0
347227,0
597609,0
43475,0
519636,0
535685,0
467659,0
601472,0
52042,0
347009,0
626724,0
568697,0
45114,0
171526,0
558717,0
619208,0
503080,0
670851,0
33786,0
433053,0
669453,0
104759,0
516763,0
59228,0
403698,0
51217,0
137049,0
422680,0
312970,0
220498,0
483033,0
315229,0
239229,0
90811,0
458543,0
645215,0
471427,0
623508,0
466246,0
99341,0
590086,0
651294,0
626979,0
624105,0
47977,0
452004,0
331451,0
591643,0
356097,0
638171,0
264676,0
522782,0
318875,0
681820,0
128302,0
6584,0
514321,0
380991,0
102696,0
377437,0
628218,0
170056,0
276532,0
537032,0
474190,0
279074,0
654788,0
386103,0
245644,0
412697,0
222751,0
152414,0
86450,0
6620,0
246546,0
577326,0
487866,0
572756,0
591920,0
73316,0
181074,0
63684,0
629229,0
491643,0
617438,0
107427,0
643044,0
122961,0
586167,0
382718,0
505530,0
17628,0
323225,0
235519,0
64256,0
311912,0
23919,0
547816,0
186866,0
44472,0
301686,0
56948,0
356445,0
667252,0
480461,0
650573,0
74080,0
234944,0
601556,0
344980,0
525462,0
265838,0
508364,0
30139,0
177552,0
587111,0
209786,0
561192,0
637817,0
465157,0
289550,0
69353,0
148965,0
26426,0
276701,0
160681,0
626135,0
653541,0
32903,0
182402,0
187230,0
450490,0
140215,0
379941,0
466413,0
326631,0
27463,0
258451,0
241031,0
600920,0
41491,0
634719,0
157046,0
485012,0
522377,0
345717,0
106483,0
259986,0
89003,0
492689,0
318809,0
539640,0
659719,0
609886,0
651633,0
233417,0
624701,0
417930,0
317309,0
534783,0
447089,0
81847,0
83649,0
140792,0
4021,0
185094,0
31530,0
549208,0
422992,0
423611,0
545006,0
474569,0
223023,0
621422,0
392829,0
538859,0
437206,0
519150,0
451620,0
186646,0
579445,0
632717,0
241829,0
133809,0
254567,0
682653,0
193466,0
141856,0
148875,0
106560,0
137429,0
246664,0
145770,0
406709,0
615571,0
319012,0
201937,0
209435,0
530869,0
62264,0
183441,0
563140,0
359482,0
53720,0
291331,0
174519,0
145707,0
454840,0
541035,0
432020,0
127920,0
289198,0
410829,0
645907,0
197542,0
407522,0
10825,0
47621,0
218250,0
676823,0
612533,0
134809,0
499831,0
596919,0
390633,0
77435,0
566240,0
56774,0
58258,0
428593,0
232329,0
76098,0
365721,0
379391,0
208749,0
313558,0
61168,0
556740,0
32052,0
321814,0
670351,0
43994,0
32514,0
600381,0
380476,0
516629,0
320635,0
5495,0
414512,0
682539,0
582411,0
593102,0
630357,0
246896,0
414470,0
584200,0
309234,0
596602,0
257867,0
479101,0
398767,0
567433,0
338883,0
511848,0
357514,0
95516,0
566697,0
29247,0
377958,0
225561,0
131833,0
138981,0
87958,0
430266,0
469652,0
579343,0
216223,0
376476,0
70901,0
218554,0
358661,0
317917,0
518021,0
351254,0
211534,0
242356,0
21038,0
441559,0
581134,0
420108,0
351711,0
367966,0
442945,0
450451,0
35280,0
336039,0
409843,0
472231,0
189593,0
483141,0
218392,0
582499,0
570866,0
10693,0
80398,0
54,0
56628,0
442360,0
146107,0
543627,0
104189,0
256475,0
116186,0
82347,0
401761,0
657276,0
128331,0
321896,0
235806,0
291748,0
372587,0
112255,0
390794,0
186429,0
542208,0
189628,0
673120,0
494131,0
307691,0
125590,0
175243,0
643169,0
30035,0
113889,0
508098,0
419110,0
629298,0
247803,0
144122,0
598801,0
472728,0
434857,0
99176,0
438690,0
116425,0
285437,0
238819,0
565747,0
253180,0
540475,0
92038,0
236911,0
367761,0
487786,0
3833,0
40835,0
326392,0
109186,0
608728,0
334767,0
43959,0
673211,0
595487,0
8772,0
563267,0
485121,0
198255,0
672743,0
508608,0
571657,0
523718,0
135125,0
203956,0
666104,0
443583,0
487929,0
521907,0
618969,0
92677,0
304038,0
506017,0
426819,0
295870,0
129657,0
286740,0
476681,0
215532,0
201726,0
241181,0
344035,0
220660,0
230131,0
85069,0
540729,0
645678,0
325036,0
377576,0
480991,0
55446,0
606844,0
349244,0
494042,0
250094,0
400767,0
632799,0
353338,0
82619,0
169696,0
133535,0
431721,0
24886,0
35888,0
371208,0
512839,0
333463,0
557208,0
70701,0
367190,0
48000,0
271101,0
654438,0
308517,0
595057,0
408054,0
16531,0
270544,0
522206,0
212637,0
341502,0
620358,0
456874,0
440901,0
364574,0
316421,0
477619,0
629508,0
600293,0
402375,0
314463,0
521464,0
485466,0
285229,0
515830,0
568194,0
412641,0
201378,0
188991,0
309224,0
213677,0
67573,0
285989,0
205860,0
438900,0
29735,0
503476,0
423319,0
516839,0
216916,0
523475,0
15222,0
28151,0
404785,0
400196,0
596856,0
379616,0
300495,0
152143,0
99016,0
298541,0
410605,0
574985,0
167041,0
90347,0
220180,0
39181,0
78433,0
592899,0
18587,0
470663,0
566749,0
507904,0
414063,0
593293,0
478817,0
258516,0
277719,0
40877,0
385540,0
376728,0
636796,0
411578,0
19671,0
598401,0
359720,0
222519,0
333785,0
431200,0
184597,0
432674,0
27362,0
97959,0
26741,0
57371,0
508656,0
224581,0
404292,0
140156,0
130711,0
243950,0
38703,0
22479,0
256787,0
327936,0
576191,0
280585,0
450756,0
14512,0
182940,0
457705,0
567012,0
262899,0
82234,0
571889,0
64450,0
593183,0
141992,0
414387,0
528915,0
178520,0
79384,0
213365,0
444576,0
288760,0
181674,0
389444,0
595026,0
617882,0
209708,0
11297,0
478621,0
374709,0
388209,0
54473,0
592507,0
145829,0
367958,0
41859,0
614258,0
629850,0
254023,0
136395,0
654138,0
634533,0
640806,0
277768,0
560872,0
522804,0
377904,0
198057,0
145419,0
516985,0
157344,0
211811,0
527790,0
25459,0
288244,0
424275,0
241600,0
131733,0
530836,0
592618,0
292247,0
263866,0
309544,0
141334,0
458989,0
534840,0
381524,0
42125,0
492153,0
634620,0
357756,0
382950,0
638537,0
550247,0
80476,0
355847,0
369621,0
368734,0
55104,0
544196,0
326539,0
6880,0
588626,0
420170,0
380660,0
621388,0
600319,0
674713,0
431103,0
171397,0
646071,0
664875,0
457567,0
498952,0
261189,0
582155,0
204575,0
262786,0
293785,0
449241,0
369979,0
491232,0
107650,0
402857,0
11717,0
681209,0
481090,0
657193,0
126552,0
307133,0
666254,0
33574,0
301461,0
30385,0
422413,0
33864,0
507289,0
541098,0
164438,0
300963,0
475877,0
332577,0
412675,0
186204,0
198967,0
542235,0
531170,0
106965,0
325404,0
475462,0
199293,0
572111,0
